GeneID1	GeneID2	PCC_healthy	feature_type	PCC_healthy_abs
piperine	glucuronide of piperine metabolite C17H21NO3 (4)*	0.680916903009328	metabolite-metabolite	0.680916903009328
glucuronide of piperine metabolite C17H21NO3 (3)*	glucuronide of piperine metabolite C17H21NO3 (4)*	0.790688668763791	metabolite-metabolite	0.790688668763791
glucuronide of piperine metabolite C17H21NO3 (5)*	glucuronide of piperine metabolite C17H21NO3 (4)*	0.767063222682776	metabolite-metabolite	0.767063222682776
sulfate of piperine metabolite C16H19NO3 (2)*	glucuronide of piperine metabolite C17H21NO3 (4)*	0.662419913137565	metabolite-metabolite	0.662419913137565
piperine	glucuronide of piperine metabolite C17H21NO3 (5)*	0.658369937050233	metabolite-metabolite	0.658369937050233
glucuronide of piperine metabolite C17H21NO3 (3)*	glucuronide of piperine metabolite C17H21NO3 (5)*	0.979239269792278	metabolite-metabolite	0.979239269792278
glucuronide of piperine metabolite C17H21NO3 (4)*	glucuronide of piperine metabolite C17H21NO3 (5)*	0.767063222682776	metabolite-metabolite	0.767063222682776
sulfate of piperine metabolite C16H19NO3 (2)*	glucuronide of piperine metabolite C17H21NO3 (5)*	0.64239234240927	metabolite-metabolite	0.64239234240927
piperine	sulfate of piperine metabolite C16H19NO3 (2)*	0.715559701189457	metabolite-metabolite	0.715559701189457
glucuronide of piperine metabolite C17H21NO3 (3)*	sulfate of piperine metabolite C16H19NO3 (2)*	0.622808690676783	metabolite-metabolite	0.622808690676783
glucuronide of piperine metabolite C17H21NO3 (4)*	sulfate of piperine metabolite C16H19NO3 (2)*	0.662419913137565	metabolite-metabolite	0.662419913137565
glucuronide of piperine metabolite C17H21NO3 (5)*	sulfate of piperine metabolite C16H19NO3 (2)*	0.64239234240927	metabolite-metabolite	0.64239234240927
sulfate of piperine metabolite C16H19NO3 (3)*	sulfate of piperine metabolite C16H19NO3 (2)*	0.798251467356897	metabolite-metabolite	0.798251467356897
sulfate of piperine metabolite C18H21NO3 (1)*	sulfate of piperine metabolite C16H19NO3 (2)*	0.624100428525166	metabolite-metabolite	0.624100428525166
piperine	sulfate of piperine metabolite C16H19NO3 (3)*	0.739902767659856	metabolite-metabolite	0.739902767659856
glucuronide of piperine metabolite C17H21NO3 (3)*	sulfate of piperine metabolite C16H19NO3 (3)*	0.66364861246772	metabolite-metabolite	0.66364861246772
sulfate of piperine metabolite C16H19NO3 (2)*	sulfate of piperine metabolite C16H19NO3 (3)*	0.798251467356897	metabolite-metabolite	0.798251467356897
sulfate of piperine metabolite C18H21NO3 (1)*	sulfate of piperine metabolite C16H19NO3 (3)*	0.740358257529124	metabolite-metabolite	0.740358257529124
sulfate of piperine metabolite C16H19NO3 (2)*	sulfate of piperine metabolite C18H21NO3 (1)*	0.624100428525166	metabolite-metabolite	0.624100428525166
sulfate of piperine metabolite C16H19NO3 (3)*	sulfate of piperine metabolite C18H21NO3 (1)*	0.740358257529124	metabolite-metabolite	0.740358257529124
catechol sulfate	4-ethylcatechol sulfate	0.710886837395259	metabolite-metabolite	0.710886837395259
o-cresol sulfate	4-ethylcatechol sulfate	0.600400637098679	metabolite-metabolite	0.600400637098679
3-methyl catechol sulfate (2)	4-ethylcatechol sulfate	0.790624851541636	metabolite-metabolite	0.790624851541636
3-methyl catechol sulfate (1)	4-ethylcatechol sulfate	0.799933066799862	metabolite-metabolite	0.799933066799862
3-acetylphenol sulfate	4-ethylcatechol sulfate	0.80702929181816	metabolite-metabolite	0.80702929181816
3-hydroxypyridine sulfate	4-ethylcatechol sulfate	0.867827824265165	metabolite-metabolite	0.867827824265165
catechol glucuronide	4-ethylcatechol sulfate	0.747960204421117	metabolite-metabolite	0.747960204421117
3-hydroxy-2-methylpyridine sulfate	4-ethylcatechol sulfate	0.839641063681856	metabolite-metabolite	0.839641063681856
kynurenate	11beta-hydroxyandrosterone glucuronide	0.174434825106891	metabolite-metabolite	0.174434825106891
myo-inositol	11beta-hydroxyandrosterone glucuronide	0.280927483981918	metabolite-metabolite	0.280927483981918
pseudouridine	11beta-hydroxyandrosterone glucuronide	0.387856295919592	metabolite-metabolite	0.387856295919592
vanillylmandelate (VMA)	11beta-hydroxyandrosterone glucuronide	0.140267091275285	metabolite-metabolite	0.140267091275285
4-acetamidobutanoate	11beta-hydroxyandrosterone glucuronide	0.271806084916554	metabolite-metabolite	0.271806084916554
glucuronate	11beta-hydroxyandrosterone glucuronide	0.235673316336023	metabolite-metabolite	0.235673316336023
pyroglutamylglutamine	11beta-hydroxyandrosterone glucuronide	0.24637540589043	metabolite-metabolite	0.24637540589043
3-hydroxysebacate	11beta-hydroxyandrosterone glucuronide	0.184527288558404	metabolite-metabolite	0.184527288558404
1-methyl-4-imidazoleacetate	11beta-hydroxyandrosterone glucuronide	0.153618139491437	metabolite-metabolite	0.153618139491437
N-acetyltryptophan	11beta-hydroxyandrosterone glucuronide	0.275236170060297	metabolite-metabolite	0.275236170060297
N-acetylhistidine	11beta-hydroxyandrosterone glucuronide	0.209714217359861	metabolite-metabolite	0.209714217359861
erythronate*	11beta-hydroxyandrosterone glucuronide	0.432220434274795	metabolite-metabolite	0.432220434274795
N1-methylinosine	11beta-hydroxyandrosterone glucuronide	0.375353666516884	metabolite-metabolite	0.375353666516884
N2,N2-dimethylguanosine	11beta-hydroxyandrosterone glucuronide	0.325591856082961	metabolite-metabolite	0.325591856082961
N6-carbamoylthreonyladenosine	11beta-hydroxyandrosterone glucuronide	0.41188714743424	metabolite-metabolite	0.41188714743424
phenylacetylglutamine	11beta-hydroxyandrosterone glucuronide	0.113204563318497	metabolite-metabolite	0.113204563318497
3-(3-amino-3-carboxypropyl)uridine*	11beta-hydroxyandrosterone glucuronide	0.280380228141101	metabolite-metabolite	0.280380228141101
hexadecanedioate (C16-DC)	11beta-hydroxyandrosterone glucuronide	0.172339195854615	metabolite-metabolite	0.172339195854615
N6-succinyladenosine	11beta-hydroxyandrosterone glucuronide	0.15642518455009	metabolite-metabolite	0.15642518455009
1-ribosyl-imidazoleacetate*	11beta-hydroxyandrosterone glucuronide	0.241428166547644	metabolite-metabolite	0.241428166547644
21-hydroxypregnenolone disulfate	11beta-hydroxyandrosterone glucuronide	0.369861605427835	metabolite-metabolite	0.369861605427835
hydantoin-5-propionate	11beta-hydroxyandrosterone glucuronide	0.315695791335079	metabolite-metabolite	0.315695791335079
O-sulfo-L-tyrosine	11beta-hydroxyandrosterone glucuronide	0.203570693498619	metabolite-metabolite	0.203570693498619
11-ketoetiocholanolone glucuronide	11beta-hydroxyandrosterone glucuronide	0.413665859880212	metabolite-metabolite	0.413665859880212
arabonate/xylonate	11beta-hydroxyandrosterone glucuronide	0.236705084307009	metabolite-metabolite	0.236705084307009
vanillactate	11beta-hydroxyandrosterone glucuronide	0.336685127353154	metabolite-metabolite	0.336685127353154
N-acetylkynurenine (2)	11beta-hydroxyandrosterone glucuronide	0.311409379101162	metabolite-metabolite	0.311409379101162
N-acetylglucosamine/N-acetylgalactosamine	11beta-hydroxyandrosterone glucuronide	0.144765217928797	metabolite-metabolite	0.144765217928797
adipoylcarnitine (C6-DC)	11beta-hydroxyandrosterone glucuronide	0.199218781578295	metabolite-metabolite	0.199218781578295
suberoylcarnitine (C8-DC)	11beta-hydroxyandrosterone glucuronide	0.22836619436963	metabolite-metabolite	0.22836619436963
phenylacetylglutamate	11beta-hydroxyandrosterone glucuronide	0.103299194657619	metabolite-metabolite	0.103299194657619
cortolone glucuronide (1)	11beta-hydroxyandrosterone glucuronide	0.419517446940203	metabolite-metabolite	0.419517446940203
glutamine conjugate of C7H12O2*	11beta-hydroxyandrosterone glucuronide	0.232168191145463	metabolite-metabolite	0.232168191145463
glutamine conjugate of C6H10O2 (1)*	11beta-hydroxyandrosterone glucuronide	0.376396287200589	metabolite-metabolite	0.376396287200589
glutamine conjugate of C6H10O2 (2)*	11beta-hydroxyandrosterone glucuronide	0.192765624434734	metabolite-metabolite	0.192765624434734
4-methylhexanoylglutamine	11beta-hydroxyandrosterone glucuronide	0.114101822181015	metabolite-metabolite	0.114101822181015
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	11beta-hydroxyandrosterone glucuronide	0.454064447760564	metabolite-metabolite	0.454064447760564
(S)-a-amino-omega-caprolactam	11beta-hydroxyandrosterone glucuronide	0.111090201939391	metabolite-metabolite	0.111090201939391
tetrahydrocortisol glucuronide	11beta-hydroxyandrosterone glucuronide	0.503448495315922	metabolite-metabolite	0.503448495315922
N,N-dimethyl-pro-pro	11beta-hydroxyandrosterone glucuronide	0.29058154944304	metabolite-metabolite	0.29058154944304
3-hydroxy-3-methylglutarate	N2-acetyl,N6,N6-dimethyllysine	0.138697729670501	metabolite-metabolite	0.138697729670501
vanillylmandelate (VMA)	N2-acetyl,N6,N6-dimethyllysine	0.122139733028247	metabolite-metabolite	0.122139733028247
4-acetamidobutanoate	N2-acetyl,N6,N6-dimethyllysine	0.265114955429356	metabolite-metabolite	0.265114955429356
pyroglutamylglutamine	N2-acetyl,N6,N6-dimethyllysine	0.100710470670472	metabolite-metabolite	0.100710470670472
1-methyl-4-imidazoleacetate	N2-acetyl,N6,N6-dimethyllysine	0.1026700634969	metabolite-metabolite	0.1026700634969
N1-methylinosine	N2-acetyl,N6,N6-dimethyllysine	0.327912723411321	metabolite-metabolite	0.327912723411321
N2,N2-dimethylguanosine	N2-acetyl,N6,N6-dimethyllysine	0.143577004234748	metabolite-metabolite	0.143577004234748
N6-carbamoylthreonyladenosine	N2-acetyl,N6,N6-dimethyllysine	0.246372233273678	metabolite-metabolite	0.246372233273678
4-hydroxyhippurate	N2-acetyl,N6,N6-dimethyllysine	-0.193954577752271	metabolite-metabolite	0.193954577752271
3-(3-amino-3-carboxypropyl)uridine*	N2-acetyl,N6,N6-dimethyllysine	0.161962740884774	metabolite-metabolite	0.161962740884774
3-methylglutaconate	N2-acetyl,N6,N6-dimethyllysine	0.110135867509144	metabolite-metabolite	0.110135867509144
N-acetyl-1-methylhistidine*	N2-acetyl,N6,N6-dimethyllysine	0.314030263240142	metabolite-metabolite	0.314030263240142
vanillactate	N2-acetyl,N6,N6-dimethyllysine	0.218405349095661	metabolite-metabolite	0.218405349095661
p-cresol glucuronide*	N2-acetyl,N6,N6-dimethyllysine	0.143220709741811	metabolite-metabolite	0.143220709741811
N-acetylglucosamine/N-acetylgalactosamine	N2-acetyl,N6,N6-dimethyllysine	0.238697485033749	metabolite-metabolite	0.238697485033749
adipoylcarnitine (C6-DC)	N2-acetyl,N6,N6-dimethyllysine	0.138622224477924	metabolite-metabolite	0.138622224477924
phenylacetylglutamate	N2-acetyl,N6,N6-dimethyllysine	0.153789154771027	metabolite-metabolite	0.153789154771027
cortolone glucuronide (1)	N2-acetyl,N6,N6-dimethyllysine	0.173664272245018	metabolite-metabolite	0.173664272245018
pyroglutamylalanine*	N2-acetyl,N6,N6-dimethyllysine	0.175451610682952	metabolite-metabolite	0.175451610682952
glutamine conjugate of C7H12O2*	N2-acetyl,N6,N6-dimethyllysine	0.166822707256852	metabolite-metabolite	0.166822707256852
glutamine conjugate of C6H10O2 (1)*	N2-acetyl,N6,N6-dimethyllysine	0.184884839629574	metabolite-metabolite	0.184884839629574
N-acetyl-isoputreanine	N2-acetyl,N6,N6-dimethyllysine	0.189747916804962	metabolite-metabolite	0.189747916804962
(S)-a-amino-omega-caprolactam	N2-acetyl,N6,N6-dimethyllysine	0.320583206003205	metabolite-metabolite	0.320583206003205
tetrahydrocortisol glucuronide	N2-acetyl,N6,N6-dimethyllysine	0.103050887407392	metabolite-metabolite	0.103050887407392
3-hydroxy-3-methylglutarate	4-methylhexanoylglutamine	0.225965114850986	metabolite-metabolite	0.225965114850986
3-hydroxysebacate	4-methylhexanoylglutamine	0.489586234471459	metabolite-metabolite	0.489586234471459
N-acetylhistidine	4-methylhexanoylglutamine	0.126609188908107	metabolite-metabolite	0.126609188908107
N6-carbamoylthreonyladenosine	4-methylhexanoylglutamine	0.152860136013674	metabolite-metabolite	0.152860136013674
tetradecanedioate (C14-DC)	4-methylhexanoylglutamine	0.469138987878974	metabolite-metabolite	0.469138987878974
hexadecanedioate (C16-DC)	4-methylhexanoylglutamine	0.438082838756215	metabolite-metabolite	0.438082838756215
hexanoylglutamine	4-methylhexanoylglutamine	0.813204433553495	metabolite-metabolite	0.813204433553495
tridecenedioate (C13:1-DC)*	4-methylhexanoylglutamine	0.445106806220285	metabolite-metabolite	0.445106806220285
3-methylglutaconate	4-methylhexanoylglutamine	-0.193772978449801	metabolite-metabolite	0.193772978449801
hydantoin-5-propionate	4-methylhexanoylglutamine	0.188879082158305	metabolite-metabolite	0.188879082158305
octadecenedioylcarnitine (C18:1-DC)*	4-methylhexanoylglutamine	0.194956187386621	metabolite-metabolite	0.194956187386621
vanillactate	4-methylhexanoylglutamine	0.157107364503702	metabolite-metabolite	0.157107364503702
adipoylcarnitine (C6-DC)	4-methylhexanoylglutamine	0.347575290813717	metabolite-metabolite	0.347575290813717
suberoylcarnitine (C8-DC)	4-methylhexanoylglutamine	0.351203112657306	metabolite-metabolite	0.351203112657306
dodecenedioate (C12:1-DC)*	4-methylhexanoylglutamine	0.367232932567723	metabolite-metabolite	0.367232932567723
hexadecenedioate (C16:1-DC)*	4-methylhexanoylglutamine	0.221588036102268	metabolite-metabolite	0.221588036102268
glutamine conjugate of C7H12O2*	4-methylhexanoylglutamine	0.623500844437927	metabolite-metabolite	0.623500844437927
glutamine conjugate of C6H10O2 (1)*	4-methylhexanoylglutamine	0.488120360916407	metabolite-metabolite	0.488120360916407
glutamine conjugate of C6H10O2 (2)*	4-methylhexanoylglutamine	0.48466143426245	metabolite-metabolite	0.48466143426245
N-acetyl-isoputreanine	4-methylhexanoylglutamine	0.106718641116949	metabolite-metabolite	0.106718641116949
11beta-hydroxyandrosterone glucuronide	4-methylhexanoylglutamine	0.114101822181015	metabolite-metabolite	0.114101822181015
(S)-a-amino-omega-caprolactam	4-methylhexanoylglutamine	0.109464460079508	metabolite-metabolite	0.109464460079508
tetrahydrocortisol glucuronide	4-methylhexanoylglutamine	0.103642379742722	metabolite-metabolite	0.103642379742722
glycolithocholate sulfate*	lithocholate sulfate (1)	0.516928978187041	metabolite-metabolite	0.516928978187041
2-hydroxyoctanoate	2-ketocaprylate	0.964943258853711	metabolite-metabolite	0.964943258853711
2-aminooctanoate	2-ketocaprylate	0.674208409483043	metabolite-metabolite	0.674208409483043
3-hydroxy-3-methylglutarate	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.430411605626647	metabolite-metabolite	0.430411605626647
S-adenosylhomocysteine (SAH)	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.377557174641459	metabolite-metabolite	0.377557174641459
creatinine	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.422805904810476	metabolite-metabolite	0.422805904810476
cystathionine	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.117226527073124	metabolite-metabolite	0.117226527073124
myo-inositol	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.519616165714375	metabolite-metabolite	0.519616165714375
pseudouridine	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.565616425829178	metabolite-metabolite	0.565616425829178
N-acetylalanine	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.532809532522387	metabolite-metabolite	0.532809532522387
4-acetamidobutanoate	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.507133957698307	metabolite-metabolite	0.507133957698307
glucuronate	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.21385410038224	metabolite-metabolite	0.21385410038224
ribonate	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.319444281204613	metabolite-metabolite	0.319444281204613
1-methyl-4-imidazoleacetate	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.288859682674113	metabolite-metabolite	0.288859682674113
N-acetylglutamine	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.263585854466543	metabolite-metabolite	0.263585854466543
N-acetylphenylalanine	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.356988311755588	metabolite-metabolite	0.356988311755588
N-acetylthreonine	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.398438479404247	metabolite-metabolite	0.398438479404247
N-acetylhistidine	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.328311821012733	metabolite-metabolite	0.328311821012733
erythronate*	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.518256148177945	metabolite-metabolite	0.518256148177945
N1-methylinosine	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.529562480707442	metabolite-metabolite	0.529562480707442
N2,N2-dimethylguanosine	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.627201923798422	metabolite-metabolite	0.627201923798422
N6-carbamoylthreonyladenosine	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.67013740256104	metabolite-metabolite	0.67013740256104
phenylacetylglutamine	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.203014574084501	metabolite-metabolite	0.203014574084501
5,6-dihydrouridine	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.554518367799355	metabolite-metabolite	0.554518367799355
3-(3-amino-3-carboxypropyl)uridine*	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.438302495282577	metabolite-metabolite	0.438302495282577
gulonate*	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.123597391426966	metabolite-metabolite	0.123597391426966
N6-succinyladenosine	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.146258754675856	metabolite-metabolite	0.146258754675856
1-ribosyl-imidazoleacetate*	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.361032252244599	metabolite-metabolite	0.361032252244599
5-(galactosylhydroxy)-L-lysine	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.115850574807249	metabolite-metabolite	0.115850574807249
hydantoin-5-propionate	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.31613803990932	metabolite-metabolite	0.31613803990932
gamma-CEHC glucuronide*	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.369963612821114	metabolite-metabolite	0.369963612821114
N-acetyl-1-methylhistidine*	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.228247228502441	metabolite-metabolite	0.228247228502441
O-sulfo-L-tyrosine	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.221058871437479	metabolite-metabolite	0.221058871437479
arabonate/xylonate	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.349122199795397	metabolite-metabolite	0.349122199795397
vanillactate	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.464000356924715	metabolite-metabolite	0.464000356924715
p-cresol glucuronide*	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.111233334725104	metabolite-metabolite	0.111233334725104
arabitol/xylitol	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.448056784361725	metabolite-metabolite	0.448056784361725
N-acetylglucosamine/N-acetylgalactosamine	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.358359505789397	metabolite-metabolite	0.358359505789397
adipoylcarnitine (C6-DC)	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.248263081221553	metabolite-metabolite	0.248263081221553
suberoylcarnitine (C8-DC)	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.274504852328259	metabolite-metabolite	0.274504852328259
phenylacetylglutamate	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.215825047919406	metabolite-metabolite	0.215825047919406
hydroxyasparagine**	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.596816039474092	metabolite-metabolite	0.596816039474092
glutamine conjugate of C6H10O2 (1)*	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.327731154690624	metabolite-metabolite	0.327731154690624
11beta-hydroxyandrosterone glucuronide	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.454064447760564	metabolite-metabolite	0.454064447760564
(S)-a-amino-omega-caprolactam	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.219399818638557	metabolite-metabolite	0.219399818638557
decadienedioic acid (C10:2-DC)**	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.22762830608966	metabolite-metabolite	0.22762830608966
N-acetyl-2-aminoadipate	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.204338192792081	metabolite-metabolite	0.204338192792081
N,N-dimethyl-pro-pro	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	0.335509585823646	metabolite-metabolite	0.335509585823646
catechol sulfate	3-hydroxy-2-methylpyridine sulfate	0.656831497151524	metabolite-metabolite	0.656831497151524
o-cresol sulfate	3-hydroxy-2-methylpyridine sulfate	0.549955988842155	metabolite-metabolite	0.549955988842155
3-methyl catechol sulfate (2)	3-hydroxy-2-methylpyridine sulfate	0.905114323760693	metabolite-metabolite	0.905114323760693
3-methyl catechol sulfate (1)	3-hydroxy-2-methylpyridine sulfate	0.750983623970115	metabolite-metabolite	0.750983623970115
3-acetylphenol sulfate	3-hydroxy-2-methylpyridine sulfate	0.844079326260673	metabolite-metabolite	0.844079326260673
3-hydroxypyridine sulfate	3-hydroxy-2-methylpyridine sulfate	0.91705614353867	metabolite-metabolite	0.91705614353867
catechol glucuronide	3-hydroxy-2-methylpyridine sulfate	0.948186223105718	metabolite-metabolite	0.948186223105718
4-ethylcatechol sulfate	3-hydroxy-2-methylpyridine sulfate	0.839641063681856	metabolite-metabolite	0.839641063681856
tetradecanedioate (C14-DC)	tetradecadienedioate (C14:2-DC)*	0.577515807844077	metabolite-metabolite	0.577515807844077
tridecenedioate (C13:1-DC)*	tetradecadienedioate (C14:2-DC)*	0.515712469573652	metabolite-metabolite	0.515712469573652
pregnenediol disulfate (C21H34O8S2)*	pregnenetriol disulfate*	0.89297212302041	metabolite-metabolite	0.89297212302041
21-hydroxypregnenolone disulfate	pregnenetriol disulfate*	0.63265807989916	metabolite-metabolite	0.63265807989916
kynurenate	hydroxy-N6,N6,N6-trimethyllysine*	0.162187806957919	metabolite-metabolite	0.162187806957919
vanillylmandelate (VMA)	hydroxy-N6,N6,N6-trimethyllysine*	0.143033065072174	metabolite-metabolite	0.143033065072174
4-acetamidobutanoate	hydroxy-N6,N6,N6-trimethyllysine*	0.222652123302213	metabolite-metabolite	0.222652123302213
N1-methylinosine	hydroxy-N6,N6,N6-trimethyllysine*	0.172464750576349	metabolite-metabolite	0.172464750576349
N2,N2-dimethylguanosine	hydroxy-N6,N6,N6-trimethyllysine*	0.148207745888584	metabolite-metabolite	0.148207745888584
N6-carbamoylthreonyladenosine	hydroxy-N6,N6,N6-trimethyllysine*	0.183733333017129	metabolite-metabolite	0.183733333017129
3-(3-amino-3-carboxypropyl)uridine*	hydroxy-N6,N6,N6-trimethyllysine*	0.140077852689857	metabolite-metabolite	0.140077852689857
N6-succinyladenosine	hydroxy-N6,N6,N6-trimethyllysine*	0.142521062192558	metabolite-metabolite	0.142521062192558
hydantoin-5-propionate	hydroxy-N6,N6,N6-trimethyllysine*	0.116517665239229	metabolite-metabolite	0.116517665239229
vanillactate	hydroxy-N6,N6,N6-trimethyllysine*	0.148794593264637	metabolite-metabolite	0.148794593264637
phenylacetylglutamate	hydroxy-N6,N6,N6-trimethyllysine*	0.172846438566789	metabolite-metabolite	0.172846438566789
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	hydroxy-N6,N6,N6-trimethyllysine*	0.255855675324187	metabolite-metabolite	0.255855675324187
N-acetyl-isoputreanine	hydroxy-N6,N6,N6-trimethyllysine*	0.164042696649471	metabolite-metabolite	0.164042696649471
N,N-dimethyl-pro-pro	hydroxy-N6,N6,N6-trimethyllysine*	0.181767298444498	metabolite-metabolite	0.181767298444498
3-bromo-5-chloro-2,6-dihydroxybenzoic acid*	3,5-dichloro-2,6-dihydroxybenzoic acid	0.773445436822785	metabolite-metabolite	0.773445436822785
3-hydroxy-3-methylglutarate	(S)-a-amino-omega-caprolactam	0.111942590260799	metabolite-metabolite	0.111942590260799
vanillylmandelate (VMA)	(S)-a-amino-omega-caprolactam	0.229192326624056	metabolite-metabolite	0.229192326624056
glucuronate	(S)-a-amino-omega-caprolactam	0.20992971569524	metabolite-metabolite	0.20992971569524
N1-methylinosine	(S)-a-amino-omega-caprolactam	0.218635999873494	metabolite-metabolite	0.218635999873494
N2,N2-dimethylguanosine	(S)-a-amino-omega-caprolactam	0.200714967451824	metabolite-metabolite	0.200714967451824
N6-carbamoylthreonyladenosine	(S)-a-amino-omega-caprolactam	0.109875448769498	metabolite-metabolite	0.109875448769498
3-(3-amino-3-carboxypropyl)uridine*	(S)-a-amino-omega-caprolactam	0.171181531332697	metabolite-metabolite	0.171181531332697
N6-succinyladenosine	(S)-a-amino-omega-caprolactam	0.109904429629533	metabolite-metabolite	0.109904429629533
vanillactate	(S)-a-amino-omega-caprolactam	0.18939667628291	metabolite-metabolite	0.18939667628291
p-cresol glucuronide*	(S)-a-amino-omega-caprolactam	0.252686649396285	metabolite-metabolite	0.252686649396285
N-acetylglucosamine/N-acetylgalactosamine	(S)-a-amino-omega-caprolactam	0.124714310722786	metabolite-metabolite	0.124714310722786
phenylacetylglutamate	(S)-a-amino-omega-caprolactam	0.241289416040498	metabolite-metabolite	0.241289416040498
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	(S)-a-amino-omega-caprolactam	0.102974072542875	metabolite-metabolite	0.102974072542875
glutamine conjugate of C7H12O2*	(S)-a-amino-omega-caprolactam	0.122609204806602	metabolite-metabolite	0.122609204806602
glutamine conjugate of C6H10O2 (1)*	(S)-a-amino-omega-caprolactam	0.138747430831289	metabolite-metabolite	0.138747430831289
N-acetyl-isoputreanine	(S)-a-amino-omega-caprolactam	0.190521205198568	metabolite-metabolite	0.190521205198568
11beta-hydroxyandrosterone glucuronide	(S)-a-amino-omega-caprolactam	0.111090201939391	metabolite-metabolite	0.111090201939391
N2-acetyl,N6,N6-dimethyllysine	(S)-a-amino-omega-caprolactam	0.320583206003205	metabolite-metabolite	0.320583206003205
4-methylhexanoylglutamine	(S)-a-amino-omega-caprolactam	0.109464460079508	metabolite-metabolite	0.109464460079508
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	(S)-a-amino-omega-caprolactam	0.219399818638557	metabolite-metabolite	0.219399818638557
N,N-dimethyl-pro-pro	(S)-a-amino-omega-caprolactam	0.211530307803725	metabolite-metabolite	0.211530307803725
N-acetyl-3-methylhistidine*	1-methyl-5-imidazolelactate	0.667675067177806	metabolite-metabolite	0.667675067177806
1-methyl-5-imidazoleacetate	1-methyl-5-imidazolelactate	0.796187844730565	metabolite-metabolite	0.796187844730565
3-hydroxymyristate	(2 or 3)-decenoate (10:1n7 or n8)	0.54613376311614	metabolite-metabolite	0.54613376311614
3-hydroxylaurate	(2 or 3)-decenoate (10:1n7 or n8)	0.555846763856777	metabolite-metabolite	0.555846763856777
tetradecadienoate (14:2)*	(2 or 3)-decenoate (10:1n7 or n8)	0.513069586625375	metabolite-metabolite	0.513069586625375
dodecadienoate (12:2)*	(2 or 3)-decenoate (10:1n7 or n8)	0.773901980896976	metabolite-metabolite	0.773901980896976
branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*	(2 or 3)-decenoate (10:1n7 or n8)	0.56196138112886	metabolite-metabolite	0.56196138112886
